"_id","Fiscal_Year","Budget_Type","Organization_Entity","Command_Name","Pillar_Name","District_Name","Unit_Name","Feature_Category","Cost_Element","Cost_Element_Long_Name","Amount"
152,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Premium Pay","1574","UNIFORM LIEU TIME CASH PAYMENT",37200
153,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Premium Pay","1584","CIVILIAN LIEU TIME CASH PAYMENT",10100
154,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Salaries","1501","REGULAR SALARIES CHIEF & COMMAND OFFICER",372000
155,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Salaries","1502","REGULAR SALARIES CIVILIAN SENIOR OFFICER",274500
156,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Salaries","1503","REGULAR SALARIES UNIFORM SENIOR OFFICERS",167400
157,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Salaries","1504","REGULAR SALARIES UNIFORM",730600
158,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Salaries","1505","REGULAR SALARIES CIVILIAN A",77500
159,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Services","4760","MEMBERSHIP FEES",7600
160,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Services","4770","PARKING EXPENSES (INTOWN)",300
161,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Services","4804","WIRELESS DEVICES",1600
162,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Services","4810","TELEPHONE",100
163,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Services","4811","WIRELESS TELECOMMUNICATIONS SERVICES",8000
164,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Services","4813","INTERNET",200
165,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Services","4815","COURIER SERVICES",300
166,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Chief of Police","Services","4970","SERVICES AND RENTS - GENERAL",300
167,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Benefits","1744","EMPLOYMENT INSURANCE - UNIFORM",8800
168,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Benefits","1746","EMPLOYMENT INSURANCE - CIVILIAN",20000
169,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Benefits","1764","CANADA PENSION PLAN - UNIFORM",25600
170,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Benefits","1765","CANADA PENSION PLAN - CIVILIAN",57400
171,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Benefits","1773","OMERS POLICE - UNIFORM",107000
172,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Benefits","1776","OMERS CIVILIAN - CIVILIAN",276300
173,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Equipment","3410","COMPUTERS - HARDWARE",10200
174,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Equipment","3420","COMPUTERS - SOFTWARE",6500
175,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Equipment","3982","VIDEO PRODUCTION EQUIPMENT",15000
176,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Materials & Supplies","2010","STATIONERY AND OFFICE SUPPLIES",7800
177,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Materials & Supplies","2020","BOOK & MAGAZINE SUBSCRIPTIONS",1000
178,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Materials & Supplies","2080","PHOTOGRAPHIC AND VIDEO SUPPLIES",1000
179,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Materials & Supplies","2999","MISCELLANEOUS MATERIALS & SUPPLIES",1500
180,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Premium Pay","1572","UNIFORM OVERTIME",15100
181,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Premium Pay","1573","UNIFORM CALLBACK",42100
182,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Premium Pay","1574","UNIFORM LIEU TIME CASH PAYMENT",33700
183,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Premium Pay","1582","CIVILIAN OVERTIME",17700
184,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Premium Pay","1583","CIVILIAN CALLBACK",12200
185,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Premium Pay","1584","CIVILIAN LIEU TIME CASH PAYMENT",3800
186,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Salaries","1502","REGULAR SALARIES CIVILIAN SENIOR OFFICER",802400
187,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Salaries","1504","REGULAR SALARIES UNIFORM",884300
188,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Salaries","1505","REGULAR SALARIES CIVILIAN A",1416800
189,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Salaries","1534","ALTERNATE RATE CIVILIAN A",20200
190,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Salaries","1551","SHIFT BONUS UNIFORM",1000
191,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Salaries","1552","SHIFT BONUS CIVILIAN A",800
192,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Services","4084","PUBLIC RELATIONS/PROMOTIONS",8000
193,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Services","4142","VIDEO PRODUCTION UNIT - SERVICES",5000
194,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Services","4225","BUSINESS TRAV - PUBLIC TRANSIT",100
195,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Services","4230","BUSINESS TRAV - OTHER EXPENSES",200
196,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Services","4255","CONFERENCES/SEMINARS - OTHER EXPENSES",5100
197,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Services","4312","COURSES/SEMINARS",1900
198,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Services","4424","CONTRACTED SERVICES - GENERAL",25000
199,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Services","4516","REPAIRS - TECHNICAL EQUIPMENT",500
200,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Services","4770","PARKING EXPENSES (INTOWN)",200
201,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Facilities","Services","4699","REPAIRS AND MAINTENANCE - OTHER",107000
202,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Services","4804","WIRELESS DEVICES",1800
203,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Facilities","Services","4970","SERVICES AND RENTS - GENERAL",8000
204,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Services","4810","TELEPHONE",45000
205,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Services","4811","WIRELESS TELECOMMUNICATIONS SERVICES",7400
206,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Fleet","Equipment","3986","VEHICLE PREPARATION",641600
207,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Services","4813","INTERNET",20000
208,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Fleet","Equipment","3989","OTHER MARINE EQUIPMENT",43000
209,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Services","4815","COURIER SERVICES",100
210,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Fleet","Materials & Supplies","2010","STATIONERY AND OFFICE SUPPLIES",69000
211,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Corporate Communications","Services","4970","SERVICES AND RENTS - GENERAL",8200
212,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Fleet","Materials & Supplies","2082","HEALTH & SAFETY SUPPLIES",175000
213,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Disciplinary Hearing Office","Benefits","1744","EMPLOYMENT INSURANCE - UNIFORM",1100
214,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Fleet","Materials & Supplies","2086","TRAFFIC ENFORCEMENT SUPPLIES",86100
215,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Disciplinary Hearing Office","Benefits","1746","EMPLOYMENT INSURANCE - CIVILIAN",2200
216,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Disciplinary Hearing Office","Benefits","1764","CANADA PENSION PLAN - UNIFORM",3200
217,"2021","Approved Budget","1 - Toronto Police Service","Chief of Police","Chief of Police","Chief of Police","Disciplinary Hearing Office","Benefits","1765","CANADA PENSION PLAN - CIVILIAN",6400
218,"2021","Approved Budget","1 - Toronto Police Service","Centralized Service Charges","Centralized Service Charges","Centralized Service Charges","CCC - Fleet","Materials & Supplies","2135","PARTS - TIRES/TUBES",475000
